date,all_adv,all_dec,all_unch,all_nh,all_nl,all_nhl_n,all_ma20,all_ma50,all_ma200,all_upvol,all_dnvol,all_amt,all_turnover,kospi_adv,kospi_dec,kospi_unch,kospi_nh,kospi_nl,kospi_nhl_n,kospi_ma20,kospi_ma50,kospi_ma200,kospi_upvol,kospi_dnvol,kospi_amt,kospi_turnover,kosdaq_adv,kosdaq_dec,kosdaq_unch,kosdaq_nh,kosdaq_nl,kosdaq_nhl_n,kosdaq_ma20,kosdaq_ma50,kosdaq_ma200,kosdaq_upvol,kosdaq_dnvol,kosdaq_amt,kosdaq_turnover,top10_share,penny_share,top50_penny,cap_up,cap_down,kospi_close,kosdaq_close,vkospi,usdkrw,putcall,ew_close,ew_mom
2025-03-05,1848,600,139,0,0,0,,,,14.2909,4.6902,19.3568,0.7849,701,178,52,0,0,0,,,,9.2323,3.3503,12.9056,0.6213,1147,422,87,0,0,0,,,,5.0587,1.3398,6.4512,1.6588,29.4215,0.7835,0,5,0,2558.13,746.95,22.17,1452.85,1.072,11027.0,4.1927
2025-03-06,1009,1390,188,0,0,0,,,,9.8901,7.7814,18.395,0.7435,476,387,68,0,0,0,,,,6.7615,4.2826,11.1851,0.5349,533,1003,120,0,0,0,,,,3.1286,3.4987,7.21,1.883,22.8944,1.7081,1,4,0,2576.16,734.92,21.27,1443.03,0.914,11086.0,4.7229
2025-03-07,821,1604,162,0,0,0,,,,9.0133,8.7558,18.9883,0.772,343,534,54,0,0,0,,,,6.3589,5.0059,12.0553,0.5798,478,1070,108,0,0,0,,,,2.6545,3.7499,6.933,1.8223,28.2084,1.2726,1,1,1,2563.48,727.7,21.97,1446.5,1.023,11109.0,4.9164
2025-03-10,1044,1354,191,0,0,0,,,,8.5733,6.1448,15.6359,0.6346,399,462,70,0,0,0,,,,5.109,3.849,9.7936,0.4699,645,892,121,0,0,0,,,,3.4642,2.2958,5.8422,1.5393,25.8071,0.906,0,5,0,2570.39,725.82,22.13,1446.26,1.013,11137.0,5.1571
2025-03-11,619,1841,129,0,0,0,,,,6.0124,12.0659,18.4597,0.757,176,720,35,0,0,0,,,,1.8065,9.4131,11.2664,0.5471,443,1121,94,0,0,0,,,,4.2059,2.6527,7.1933,1.8975,31.9494,0.7479,0,5,0,2537.6,721.5,24.08,1457.03,1.002,10955.0,3.4268
2025-03-12,1549,857,183,0,0,0,,,,12.3683,5.8019,18.5189,0.7489,502,347,82,0,0,0,,,,7.8905,3.9214,12.0124,0.5749,1047,510,101,0,0,0,,,,4.4778,1.8806,6.5065,1.6962,30.7881,0.5762,0,6,0,2574.82,729.49,23.08,1451.02,0.901,11007.0,3.8985
2025-03-13,827,1593,169,0,0,0,,,,11.1484,8.9783,20.2842,0.8216,326,531,74,0,0,0,,,,7.3212,5.576,12.9385,0.6195,501,1062,95,0,0,0,,,,3.8272,3.4023,7.3456,1.9306,24.8363,0.626,0,2,0,2573.64,722.8,23.11,1448.75,1.041,11032.0,4.1147
2025-03-14,1582,801,206,0,0,0,,,,9.9537,4.9923,16.38,0.664,499,351,81,0,0,0,,,,4.7098,3.8094,9.9169,0.4763,1083,450,125,0,0,0,,,,5.2438,1.1829,6.4631,1.6803,27.3112,0.8167,0,1,1,2566.36,734.26,22.0,1453.23,0.972,11032.0,4.0931
2025-03-17,1346,1083,161,0,0,0,,,,14.6694,3.843,18.9099,0.754,521,350,61,0,0,0,,,,9.1935,2.2731,11.8239,0.558,825,733,100,0,0,0,,,,5.4758,1.5699,7.0861,1.8212,34.2262,0.8192,0,4,4,2610.69,743.51,20.85,1449.05,0.775,11109.0,4.7959
2025-03-18,1134,1260,197,0,0,0,,,,11.5833,5.1702,18.6792,0.7434,426,424,83,0,0,0,,,,6.7913,3.275,11.9132,0.5617,708,836,114,0,0,0,,,,4.792,1.8953,6.766,1.7266,35.1792,0.5936,0,6,0,2612.34,745.54,20.41,1442.49,1.151,11142.0,5.0578
2025-03-19,1157,1223,211,0,0,0,,,,11.7598,6.5201,18.4927,0.7332,500,361,72,0,0,0,,,,8.4041,3.1723,11.6714,0.5469,657,862,139,0,0,0,,,,3.3557,3.3478,6.8213,1.7576,30.1404,0.6871,0,4,0,2628.62,738.35,20.33,1448.9399,0.727,11206.0,5.6013
2025-03-20,753,1658,180,0,0,0,,,,8.9729,9.195,19.8294,0.7861,325,537,71,0,0,0,,,,6.4266,5.0481,11.7905,0.5506,428,1121,109,0,0,0,,,,2.5463,4.1469,8.0389,2.109,35.6215,0.6295,0,4,0,2637.1,725.15,19.6,1443.39,0.77,11182.0,5.3079
2025-03-21,849,1572,169,0,0,0,,,,11.3126,9.7816,21.5799,0.8555,309,556,67,0,0,0,,,,7.8599,6.1093,14.1149,0.658,540,1016,102,0,0,0,,,,3.4527,3.6722,7.4651,1.9787,36.7745,0.5558,0,4,6,2643.13,719.41,19.66,1465.8199,0.925,11133.0,4.7831
2025-03-24,1108,1279,204,0,0,0,,,,6.6693,4.8486,11.9995,0.4773,395,455,82,0,0,0,,,,3.2995,3.3622,6.8274,0.3196,713,824,122,0,0,0,,,,3.3698,1.4864,5.1722,1.3683,28.0534,1.4109,1,3,2,2632.07,720.22,19.68,1464.78,0.915,11081.0,4.239
2025-03-25,774,1659,159,0,0,0,,,,5.9366,7.82,13.8993,0.5569,299,567,66,0,0,0,,,,2.9476,5.0113,8.0282,0.3782,475,1092,93,0,0,0,,,,2.9891,2.8087,5.8711,1.5727,26.4237,0.9977,0,4,0,2615.81,711.26,19.64,1466.27,0.789,11003.0,3.4504
2025-03-26,1337,1055,200,0,0,0,,,,8.9159,3.5757,12.8279,0.5085,451,407,74,0,0,0,,,,5.3087,2.0677,7.4874,0.3488,886,648,126,0,0,0,,,,3.6071,1.508,5.3404,1.4202,27.0463,2.0755,2,13,2,2643.94,716.48,19.67,1462.09,0.825,11086.0,4.1773
2025-03-27,698,1741,153,0,0,0,,,,5.9148,7.1029,13.1263,0.5275,275,599,58,0,0,0,,,,2.5112,4.953,7.5498,0.3566,423,1142,95,0,0,0,,,,3.4037,2.1499,5.5765,1.5022,28.8971,1.305,0,6,0,2607.15,707.49,20.44,1465.6801,1.065,10940.0,2.7774
2025-03-28,458,1995,139,0,0,0,,,,3.7643,8.2296,12.2428,0.5016,166,716,50,0,0,0,,,,1.4334,5.5165,7.0534,0.3397,292,1279,89,0,0,0,,,,2.3309,2.7132,5.1894,1.4243,26.5248,1.3467,0,5,0,2557.98,693.76,21.18,1461.89,0.971,10794.0,1.4007
2025-03-31,275,2212,106,0,0,0,,,,3.4522,9.4993,13.0695,0.5523,83,814,35,0,0,0,,,,1.2216,6.8207,8.1083,0.4028,192,1398,71,0,0,0,,,,2.2305,2.6786,4.9611,1.4046,27.2325,1.2217,0,5,1,2481.12,672.85,25.35,1471.96,1.288,10509.0,-1.2571
2025-04-01,2070,399,124,0,0,0,,,,10.1957,1.901,12.2237,0.5076,702,179,51,0,0,0,,,,5.5819,1.1885,6.8115,0.333,1368,220,73,0,0,0,,,,4.6138,0.7125,5.4123,1.4913,23.5895,1.8584,0,15,0,2521.39,691.45,24.21,1469.97,0.713,10635.0,-0.0652
2025-04-02,746,1673,174,0,0,0,,,,6.9749,5.5291,13.5972,0.5685,271,587,74,0,0,0,,,,2.7256,3.3893,7.188,0.3537,475,1086,100,0,0,0,,,,4.2493,2.1398,6.4092,1.7836,27.0938,1.1514,0,6,0,2505.86,684.85,24.5,1466.04,1.074,10568.0,-0.6735
2025-04-03,822,1587,184,0,0,0,,,,5.8159,7.6093,13.8437,0.5828,273,596,63,0,0,0,,,,2.8537,5.2487,8.2121,0.4073,549,991,121,0,0,0,,,,2.9622,2.3606,5.6316,1.5696,29.7238,1.548,0,7,1,2486.7,683.49,26.09,1450.6801,0.66,10423.0,-2.0017
2025-04-04,1517,918,159,0,0,0,,,,6.971,11.0659,18.133,0.7682,552,324,56,0,0,0,,,,3.4906,7.0837,10.6236,0.5313,965,594,103,0,0,0,,,,3.4805,3.9823,7.5094,2.0808,31.3343,1.6722,0,16,1,2465.42,687.39,26.8,,0.938,10514.0,-1.1058
2025-04-07,249,2275,70,0,0,0,,,,4.2474,12.1983,16.5495,0.7421,67,849,16,0,0,0,,,,1.1546,9.171,10.3394,0.5476,182,1426,54,0,0,0,,,,3.0928,3.0273,6.2102,1.8153,28.5311,1.9426,1,16,0,2328.2,651.3,44.23,1469.95,0.849,9971.0,-6.134
2025-04-08,1560,867,167,0,0,0,,,,10.4182,4.4202,15.0646,0.6726,537,337,58,0,0,0,,,,6.0152,2.8753,9.0212,0.4764,1023,530,109,0,0,0,,,,4.403,1.5448,6.0434,1.7472,28.0837,1.4413,0,15,0,2334.23,658.45,37.83,1486.13,0.944,9956.0,-6.2019
2025-04-09,433,2041,120,0,0,0,,,,4.7806,10.0719,14.9416,0.6793,144,747,41,0,0,0,,,,2.0178,7.3614,9.4301,0.5066,289,1294,79,0,0,0,,,,2.7628,2.7105,5.5115,1.6302,29.9092,1.7452,1,10,0,2293.7,643.39,40.97,1443.95,0.979,9684.0,-8.6861
2025-04-10,2388,127,79,0,0,0,,,,16.2987,0.7341,17.0843,0.7293,860,46,26,0,0,0,,,,10.8111,0.192,11.0284,0.5558,1528,81,53,0,0,0,,,,5.4876,0.5421,6.0559,1.6908,29.8999,1.3416,0,17,0,2445.06,681.79,28.2,1452.04,0.79,10216.0,-3.6293
2025-04-11,1712,718,164,0,0,0,,,,8.7456,5.4519,14.2816,0.6104,528,337,67,0,0,0,,,,3.6984,3.8925,7.6525,0.3877,1184,381,97,0,0,0,,,,5.0472,1.5594,6.6291,1.8124,24.0682,1.2759,0,15,0,2432.72,695.59,31.47,,0.975,10317.0,-2.6294
2025-04-14,1864,571,159,0,0,0,,,,10.0357,2.9458,13.2374,0.5595,625,251,56,0,0,0,,,,4.5248,1.9391,6.5999,0.3312,1239,320,103,0,0,0,,,,5.5109,1.0067,6.6375,1.7792,23.0909,2.3655,0,13,1,2455.89,708.98,28.32,1419.42,1.086,10419.0,-1.6316
2025-04-15,1777,634,183,0,0,0,,,,9.5116,3.5054,13.249,0.5556,693,179,60,0,0,0,,,,4.9061,1.3524,6.4391,0.3204,1084,455,123,0,0,0,,,,4.6055,2.153,6.81,1.8174,19.9256,1.3724,0,8,2,2477.41,711.92,24.48,1427.02,1.262,10529.0,-0.5618
2025-04-16,716,1692,186,0,0,0,58.2239,,,6.1193,6.9641,13.2723,0.5641,297,565,70,0,0,0,52.1459,,,2.4009,4.0408,6.611,0.333,419,1127,116,0,0,0,61.6405,,,3.7184,2.9233,6.6614,1.8111,23.5693,1.6523,0,12,2,2447.43,699.11,26.62,1414.23,0.95,10457.0,-1.209
2025-04-17,1788,606,200,0,0,0,66.4222,,,10.3388,2.1208,12.7436,0.5359,627,223,82,0,0,0,59.8712,,,5.1592,1.1094,6.4964,0.3242,1161,383,118,0,0,0,70.1025,,,5.1796,1.0114,6.2472,1.6686,23.7563,1.8864,0,9,1,2470.41,711.75,24.59,,0.956,10583.0,0.0105
2025-04-18,1558,837,199,0,0,0,73.341,,,8.658,3.6924,12.6755,0.53,612,243,77,0,0,0,69.3133,,,3.7076,1.5651,5.5716,0.2766,946,594,122,0,0,0,75.6024,,,4.9504,2.1273,7.1039,1.8816,21.8703,2.9947,1,12,1,2483.42,717.77,23.66,,0.929,10612.0,0.3102
2025-04-21,1173,1208,213,0,0,0,75.1929,,,6.974,4.1311,11.3815,0.4754,494,365,73,0,0,0,72.7468,,,3.2544,1.7236,5.1439,0.2549,679,843,140,0,0,0,76.5663,,,3.7196,2.4076,6.2376,1.6577,19.5322,2.8317,1,14,1,2488.42,715.45,25.08,1421.64,1.067,10630.0,0.5006
2025-04-22,1106,1292,196,0,0,0,75.1157,,,6.9816,5.8613,13.1273,0.5485,450,412,70,0,0,0,74.0343,,,2.9532,2.8654,6.0415,0.2996,656,880,126,0,0,0,75.7229,,,4.0284,2.9959,7.0857,1.8801,21.0149,3.0676,2,14,0,2486.64,716.12,24.85,1429.22,1.107,10649.0,0.6999
2025-04-23,1661,743,190,0,0,0,82.7932,,,9.9823,3.9707,14.1221,0.5812,618,248,66,0,0,0,83.2618,,,5.9187,1.6939,7.6548,0.3738,1043,495,124,0,0,0,82.5301,,,4.0636,2.2768,6.4672,1.693,22.8606,1.8598,0,9,1,2525.56,726.08,22.74,1426.45,1.173,10823.0,2.3472
2025-04-24,1067,1320,207,0,0,0,81.99,,,6.017,5.6562,12.8221,0.5283,397,448,87,0,0,0,83.0472,,,3.1627,3.1535,6.9882,0.3417,670,872,120,0,0,0,81.3967,,,2.8543,2.5027,5.8339,1.527,23.1012,2.8502,2,9,1,2522.33,726.08,22.79,1430.0601,1.191,10848.0,2.5878
2025-04-25,1609,790,195,0,0,0,85.4994,,,9.3132,3.8327,14.1627,0.5784,636,234,62,0,0,0,87.6609,,,5.7089,2.0349,8.6467,0.4188,973,556,133,0,0,0,84.2866,,,3.6043,1.7979,5.516,1.4372,29.1305,2.5115,1,10,0,2546.3,729.69,21.43,,1.011,10988.0,3.8962
2025-04-28,777,1643,174,0,0,0,79.3675,,,7.4512,5.8781,13.6263,0.5573,359,513,60,0,0,0,83.1545,,,4.4213,3.1875,7.6515,0.3702,418,1130,114,0,0,0,77.2426,,,3.0299,2.6906,5.9748,1.5801,23.8469,3.0264,1,13,2,2548.86,719.41,21.23,1435.88,0.911,11003.0,4.0236
2025-04-29,1666,757,172,0,0,0,82.4142,,,8.1843,5.5353,14.5246,0.5899,648,233,51,0,0,0,86.588,,,4.4782,3.8726,9.0307,0.4341,1018,524,121,0,0,0,80.0722,,,3.7061,1.6627,5.4939,1.4386,27.8155,3.6815,2,12,1,2565.42,726.46,20.7,1431.16,0.827,11063.0,4.5727
2025-04-30,746,1683,167,0,0,0,75.8288,,,6.6589,6.6253,13.7744,0.5623,343,536,53,0,0,0,82.618,,,3.6132,4.2887,8.3556,0.4031,403,1147,114,0,0,0,72.0217,,,3.0457,2.3365,5.4188,1.438,25.1993,1.6492,0,6,2,2556.61,717.24,20.74,1423.75,0.97,11053.0,4.4536
2025-05-02,1106,1290,200,0,0,0,73.3616,,,7.4355,5.2378,12.7815,0.521,408,448,76,0,0,0,80.2575,,,4.3697,3.7658,8.2054,0.3956,698,842,124,0,0,0,69.4946,,,3.0658,1.472,4.5761,1.2073,27.952,2.2233,1,7,0,2559.79,721.86,20.93,,0.954,11126.0,5.1217
2025-05-07,1362,1052,182,0,0,0,73.2074,,,10.1394,3.8612,14.4634,0.5867,451,410,71,0,0,0,79.0773,,,6.1732,2.3722,8.8354,0.4236,911,642,111,0,0,0,69.9158,,,3.9662,1.489,5.628,1.4826,26.354,2.4414,1,10,1,2573.8,722.81,21.01,1397.29,0.891,11171.0,5.5203
2025-05-08,1512,877,207,0,0,0,73.0918,,,9.5358,5.1996,16.3698,0.6618,526,332,74,0,0,0,78.7554,,,5.2262,3.7379,10.1412,0.4852,986,545,133,0,0,0,69.9158,,,4.3096,1.4617,6.2285,1.6247,29.9268,2.209,1,6,0,2579.48,729.59,19.76,1403.85,0.735,11275.0,6.466
2025-05-09,849,1566,182,0,0,0,65.5744,,,7.6328,5.9118,15.2961,0.6195,346,529,57,0,0,0,71.8884,,,4.5992,3.2365,7.8964,0.378,503,1037,125,0,0,0,62.0337,,,3.0336,2.6753,7.3996,1.947,27.4824,2.7918,2,7,1,2577.27,722.52,19.48,,0.912,11236.0,6.062
2025-05-12,1706,740,153,0,0,0,68.5428,,,8.9958,5.4862,15.2194,0.6096,650,234,48,0,0,0,75.1073,,,5.1449,3.1837,8.3758,0.3961,1056,506,105,0,0,0,64.8616,,,3.8509,2.3025,6.8436,1.7921,23.8601,1.7878,0,15,2,2607.33,725.4,19.2,1416.03,0.81,11329.0,6.889
2025-05-13,1257,1126,217,0,0,0,66.2298,,,9.2426,5.9761,15.5922,0.6237,443,413,76,0,0,0,72.103,,,4.3662,4.0069,8.6128,0.4072,814,713,141,0,0,0,62.9362,,,4.8764,1.9692,6.9794,1.8129,23.1359,2.8043,2,8,0,2608.42,731.88,17.86,1416.0,0.89,11374.0,7.2663
2025-05-14,1578,835,187,0,0,0,68.6584,,,11.9365,4.0366,16.2116,0.6408,580,289,63,0,0,0,73.176,,,7.1592,1.4971,8.8391,0.4128,998,546,124,0,0,0,66.1252,,,4.7773,2.5395,7.3725,1.896,25.1986,1.1375,0,12,0,2640.57,739.05,17.86,1407.33,0.629,11532.0,8.699
2025-05-15,778,1659,163,0,0,0,61.1025,,,7.202,7.4573,14.906,0.5935,289,585,58,0,0,0,68.0258,,,2.4753,4.6101,7.1478,0.3363,489,1074,105,0,0,0,57.2202,,,4.7267,2.8472,7.7582,2.0091,25.9239,1.0085,0,9,0,2621.36,733.23,18.29,1397.02,0.888,11492.0,8.2639
2025-05-16,745,1715,141,0,0,0,49.9614,,,9.2488,5.8702,15.3343,0.6106,311,568,53,0,0,0,59.2275,,,5.2731,2.5879,7.9884,0.3751,434,1147,88,0,0,0,44.7653,,,3.9757,3.2823,7.3459,1.9239,25.5384,1.0722,0,5,0,2626.87,725.07,18.13,,0.775,11487.0,8.1564
2025-05-19,645,1810,147,0,0,0,40.7093,,,5.1081,6.8486,13.6405,0.5485,234,634,64,0,0,0,49.0343,,,2.3427,4.2117,6.6649,0.3158,411,1176,83,0,0,0,36.0409,,,2.7654,2.6368,6.9756,1.853,29.634,1.2272,0,6,1,2603.42,713.75,19.69,1388.55,1.094,11354.0,6.8526
2025-05-20,1443,982,178,0,0,0,42.7911,,,8.5239,5.1236,14.3958,0.5791,542,330,60,0,0,0,50.5365,,,4.5556,2.9562,7.592,0.3601,901,652,118,0,0,0,38.4477,,,3.9684,2.1674,6.8038,1.7997,25.5312,2.2158,2,4,1,2601.8,715.55,19.18,1392.73,0.983,11374.0,6.9751
2025-05-21,1471,931,202,0,0,0,46.2606,,,9.576,3.8782,13.7504,0.5481,524,333,75,0,0,0,52.6824,,,4.7511,2.4403,7.3848,0.3473,947,598,127,0,0,0,42.6594,,,4.8249,1.4379,6.3656,1.6657,25.4462,1.6224,1,5,0,2625.58,723.62,19.48,1373.86,0.656,11438.0,7.4918
2025-05-22,724,1718,162,0,0,0,41.6731,,,4.6861,8.9973,14.6187,0.5892,255,618,59,0,0,0,49.8927,,,1.4996,6.4516,8.8392,0.4205,469,1100,103,0,0,0,37.0638,,,3.1866,2.5457,5.7795,1.5246,28.0932,0.9933,0,9,1,2593.67,717.67,19.95,1381.34,1.013,11324.0,6.3264
2025-05-23,1064,1379,162,0,0,0,41.0948,,,7.5572,6.2074,14.3824,0.5803,488,390,55,0,0,0,51.2876,,,4.6191,4.015,8.6744,0.4131,576,989,107,0,0,0,35.3791,,,2.9381,2.1923,5.7081,1.5072,28.7948,1.3262,0,3,0,2592.09,715.98,19.59,,0.804,11374.0,6.6987
2025-05-26,1537,881,188,0,0,0,45.027,,,11.4825,1.9,13.6852,0.5421,623,256,54,0,0,0,56.6524,,,7.3248,0.8977,8.2994,0.3876,914,625,134,0,0,0,38.5078,,,4.1576,1.0024,5.3858,1.4046,23.369,1.0026,0,3,0,2644.4,725.27,19.63,1368.1,0.676,11557.0,8.2943
2025-05-27,926,1497,183,0,0,0,43.6006,,,8.3125,5.2306,13.9398,0.5531,351,509,73,0,0,0,55.3648,,,4.0113,3.6764,7.8934,0.3697,575,988,110,0,0,0,37.0036,,,4.3012,1.5542,6.0464,1.5709,25.3147,0.9946,0,6,0,2637.22,727.11,20.01,1374.8,0.846,11630.0,8.8593
2025-05-28,1523,902,181,0,0,0,48.9017,,,9.6677,7.9341,17.7559,0.6968,567,307,59,0,0,0,59.7639,,,6.0062,4.9233,11.0324,0.5101,956,595,122,0,0,0,42.8142,,,3.6615,3.0108,6.7235,1.7431,24.7223,1.0887,0,3,0,2670.15,728.79,20.67,1373.6,0.592,11749.0,9.8479
2025-05-29,1822,623,161,0,0,0,56.0092,,,13.2819,2.4839,15.876,0.6123,736,151,46,0,0,0,69.8498,,,9.4899,1.3484,10.8775,0.4937,1086,472,115,0,0,0,48.2572,,,3.792,1.1355,4.9986,1.2831,22.4983,1.277,0,9,0,2720.64,736.29,21.97,1370.41,0.595,12055.0,12.5606
2025-05-30,991,1438,177,0,0,0,54.8151,,,9.6059,9.6907,19.9607,0.7757,388,480,65,0,0,0,67.382,,,6.5447,7.5758,14.6874,0.6723,603,958,112,0,0,0,47.7764,,,3.0612,2.1149,5.2733,1.3568,27.7249,1.456,0,5,0,2697.67,734.35,22.55,,0.712,11996.0,11.8642
2025-06-02,1178,1256,172,0,0,0,54.6225,62.5869,,8.286,4.8405,13.7179,0.5321,364,515,54,0,0,0,64.6996,70.7082,,4.3947,3.4833,7.9999,0.3659,814,741,118,0,0,0,48.9784,58.0217,,3.8913,1.3572,5.7179,1.4596,23.2043,1.0744,0,3,0,2698.97,740.29,22.71,1376.0699,0.686,11932.0,11.1331
2025-06-04,1972,517,118,0,0,0,66.7951,69.2011,,15.1641,3.3587,18.7793,0.7112,784,120,29,0,0,0,77.0386,76.3948,,10.4355,1.451,12.0506,0.5371,1188,397,89,0,0,0,61.0577,65.1597,,4.7286,1.9076,6.7287,1.6954,24.7738,1.1713,0,8,1,2770.84,750.21,22.03,1361.09,0.706,12327.0,14.6474
2025-06-05,1542,890,175,0,0,0,71.8136,72.4537,,14.9578,5.4901,20.6699,0.7719,563,305,65,0,0,0,80.794,80.2575,,9.9453,3.1836,13.2192,0.5804,979,585,110,0,0,0,66.7868,68.0723,,5.0125,2.3065,7.4506,1.8632,29.0109,1.4491,0,6,0,2812.05,756.23,22.49,1354.55,0.564,12435.0,15.4724
2025-06-09,1734,730,143,0,0,0,76.3755,74.8457,,16.4327,4.6565,21.3254,0.7848,685,201,47,0,0,0,85.515,82.2961,,10.7298,2.9204,13.8063,0.5969,1049,529,96,0,0,0,71.2657,70.6627,,5.7029,1.7361,7.5191,1.8604,22.8829,1.3557,0,9,0,2855.77,764.21,24.84,1353.85,0.618,12668.0,17.4347
2025-06-10,1175,1268,164,0,0,0,76.6154,76.3889,,13.3303,6.9072,21.0019,0.7681,425,451,57,0,0,0,85.7296,83.4764,,8.8814,4.8279,13.9779,0.601,750,817,107,0,0,0,71.5228,72.4096,,4.4489,2.0793,7.024,1.7208,24.3286,0.8888,0,5,0,2871.85,771.2,24.34,1363.88,0.739,12791.0,18.3692
2025-06-11,1660,764,184,0,0,0,80.4231,77.9707,,15.9779,3.5773,20.1917,0.7286,592,279,62,0,0,0,87.2318,84.4421,,9.9204,2.37,12.448,0.5286,1068,485,122,0,0,0,76.6187,74.3373,,6.0575,1.2073,7.7437,1.8589,25.9456,0.7756,0,7,0,2907.04,786.29,22.77,1365.6899,0.703,12929.0,19.4126
2025-06-12,1256,1177,176,0,0,0,81.2692,78.9819,,15.7855,8.858,24.7773,0.8902,513,365,55,0,0,0,88.0901,85.9442,,10.7829,6.357,17.1928,0.7269,743,812,121,0,0,0,77.458,75.0753,,5.0025,2.5011,7.5845,1.8141,26.0526,1.3216,0,4,0,2920.03,789.45,22.17,1349.79,0.926,12964.0,19.5004
2025-06-13,383,2124,102,0,0,0,67.5894,71.6159,,10.9648,12.2572,25.1465,0.9141,145,753,35,0,0,0,77.6824,79.8283,,7.8214,7.6941,17.3796,0.7415,238,1371,67,0,0,0,61.9533,67.0078,,3.1434,4.5631,7.7668,1.9081,24.5608,1.8367,1,5,1,2894.62,768.86,24.91,,1.344,12865.0,18.3835
2025-06-16,1477,976,156,0,0,0,69.1776,71.7316,,16.5154,4.3329,21.3242,0.7624,605,280,48,0,0,0,79.0773,80.2575,,11.0489,2.9936,14.3848,0.6031,872,696,108,0,0,0,63.6527,66.9476,,5.4665,1.3393,6.9394,1.6849,29.2008,1.3273,1,5,0,2946.66,777.26,24.77,1357.78,1.264,13087.0,20.1813
2025-06-17,945,1474,190,0,0,0,66.9228,69.9576,,14.2341,10.1817,24.8049,0.886,316,555,62,0,0,0,76.7167,78.4335,,9.7108,7.5427,17.4692,0.7313,629,919,128,0,0,0,61.4602,65.2017,,4.5232,2.639,7.3357,1.7851,33.2077,0.8114,0,6,0,2950.3,775.65,25.82,1380.5,0.685,13028.0,19.3853
2025-06-18,1289,1138,183,0,0,0,67.4347,70.8944,,14.6296,6.6937,21.5635,0.7648,421,448,64,0,0,0,75.6438,78.2189,,9.3799,4.9867,14.5595,0.6049,868,690,119,0,0,0,62.8589,66.787,,5.2498,1.7069,7.004,1.6969,30.8474,0.8208,0,11,0,2972.19,779.73,25.78,1370.75,0.755,13053.0,19.3526
2025-06-19,1121,1289,200,0,0,0,66.3594,70.7016,,13.1925,7.1453,21.1869,0.7498,422,436,75,0,0,0,74.1416,78.8627,,8.1272,4.7692,13.6456,0.566,699,853,125,0,0,0,62.0215,66.1252,,5.0654,2.376,7.5412,1.8177,28.5692,0.716,0,6,0,2977.74,782.51,24.69,1374.89,0.936,13147.0,19.9066
2025-06-20,1405,1013,192,0,0,0,70.4031,73.1303,,17.2201,7.7052,25.7897,0.8999,482,381,70,0,0,0,76.6345,81.3305,,12.0571,5.1515,17.9981,0.7357,923,632,122,0,0,0,66.9258,68.5319,,5.163,2.5537,7.7916,1.8571,27.5375,0.8151,0,8,0,3021.84,791.53,23.97,,1.026,13285.0,20.8766
2025-06-23,634,1871,105,0,0,0,55.4873,65.8443,,17.4513,7.7743,25.4588,0.8917,259,639,35,0,0,0,60.0214,74.4635,,12.3669,5.2964,17.861,0.7323,375,1232,70,0,0,0,52.9588,61.0108,,5.0843,2.4778,7.5978,1.8261,33.8303,0.9261,1,5,0,3014.47,784.79,24.76,1361.9399,1.105,13305.0,20.7799
2025-06-24,2022,451,137,0,0,0,68.9563,71.8196,,23.0483,4.0407,27.2864,0.9293,756,134,43,0,0,0,75.2412,80.3648,,16.5178,2.3674,18.9877,0.756,1266,317,94,0,0,0,65.4513,67.0277,,6.5305,1.6734,8.2987,1.9537,31.0937,1.2303,0,11,3,3103.64,800.93,25.76,1353.78,0.79,13655.0,23.6462
2025-06-25,1132,1300,178,0,0,0,68.1504,71.9352,,14.7261,11.2017,26.2916,0.8944,462,411,60,0,0,0,74.7053,80.4721,,11.2772,7.9626,19.3666,0.7696,670,889,118,0,0,0,64.4949,67.148,,3.4489,3.239,6.925,1.6364,32.5182,1.4767,1,6,0,3108.25,798.21,25.69,1357.03,0.824,13606.0,22.9113
2025-06-26,503,1980,127,0,0,0,54.528,66.5767,,9.0693,13.5313,22.9858,0.7897,178,712,43,0,0,0,60.7717,77.1459,,6.5014,10.0455,16.8365,0.6753,325,1268,84,0,0,0,51.046,60.6498,,2.5679,3.4857,6.1493,1.4722,34.2461,0.8943,0,6,0,3079.56,787.95,25.12,1352.76,0.844,13596.0,22.5311
2025-06-27,647,1820,143,0,0,0,43.0929,60.8712,,9.0425,10.1407,19.351,0.6699,238,652,43,0,0,0,48.9818,72.103,,5.9928,7.7348,13.8151,0.5584,409,1168,100,0,0,0,39.8087,54.5728,,3.0497,2.4059,5.5359,1.3355,32.5147,0.8311,0,6,0,3055.94,781.56,24.27,,0.728,13364.0,20.173
2025-06-30,1159,1278,173,0,0,0,41.6731,60.0617,,12.6137,6.6364,19.5049,0.6726,476,394,63,0,0,0,50.3751,72.9614,,8.2222,4.7691,13.2075,0.5314,683,884,110,0,0,0,36.8201,52.8279,,4.3916,1.8673,6.2974,1.5197,34.1408,0.9499,0,6,2,3071.7,781.5,23.99,1348.5,0.835,13532.0,21.4025
